Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR29828367,2024-07-15 13:28:56,2024-07-15 13:18:24,15174179,1213934320,0,80,557,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828367/SRR29828367.lite.1,SRX25326946,EE358,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995728,SAMN42493231,simple,1561046,honey metagenome,EE358,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,273FAE8E63D930DF21CE27465B7EF9B1,49264D81F77AD0E62CC36DF422342EC7
SRR29828370,2024-07-15 13:28:56,2024-07-15 13:18:16,13980376,1118430080,0,80,511,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828370/SRR29828370.lite.1,SRX25326943,EE385,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995724,SAMN42493246,simple,1561046,honey metagenome,EE385,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,D981BF55B622262FD2C6B2825B38F303,DB51DADA4C7A9DA729C5124F6A447635
SRR29828369,2024-07-15 13:28:56,2024-07-15 13:16:12,3913708,313096640,0,80,146,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828369/SRR29828369.lite.1,SRX25326944,EE386,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995726,SAMN42493247,simple,1561046,honey metagenome,EE386,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,30B33667A728B2AE4E9B3BE1CCB773A2,8C35A049AD53E9DDCC03740ED04C542B
SRR29828368,2024-07-15 13:28:56,2024-07-15 13:19:04,13410408,1072832640,0,80,493,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828368/SRR29828368.lite.1,SRX25326945,EE387,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995727,SAMN42493248,simple,1561046,honey metagenome,EE387,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,08578C67B76296D5E3CFAE7E0C70A908,94E48BF352353657A10E7F736D8B0152
SRR29828377,2024-07-15 13:28:55,2024-07-15 13:14:55,13519536,1081562880,0,80,510,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828377/SRR29828377.lite.1,SRX25326937,EE357,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995719,SAMN42493212,simple,1561046,honey metagenome,EE357,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,2184F556F8F251E2A06F4F117392634B,A8F358D8EC4C19D5835C156D73B51F50
SRR29828376,2024-07-15 13:28:55,2024-07-15 13:15:42,15363614,1229089120,0,80,580,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828376/SRR29828376.lite.1,SRX25326938,EE359,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995720,SAMN42493213,simple,1561046,honey metagenome,EE359,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,D7E199079132E0B4E56E064C7C0D1976,23A6F4C4C447E6D6DA306746816DB391
SRR29828375,2024-07-15 13:28:55,2024-07-15 13:19:19,14289328,1143146240,0,80,523,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828375/SRR29828375.lite.1,SRX25326939,EE382,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995722,SAMN42493243,simple,1561046,honey metagenome,EE382,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,67AFD3CF132BD0617D1C03357B3BE2EA,2931921717F54AA1AE34D78C321EFF41
SRR29828374,2024-07-15 13:28:55,2024-07-15 13:18:21,13578249,1086259920,0,80,498,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828374/SRR29828374.lite.1,SRX25326940,EE383,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995721,SAMN42493244,simple,1561046,honey metagenome,EE383,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,D74FEE17E891A190BFCC7D5F15D1B2A8,9235A82F7F641EF8D276BC89443DC23C
SRR29828373,2024-07-15 13:28:55,2024-07-15 13:13:43,12564373,1005149840,0,80,462,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828373/SRR29828373.lite.1,SRX25326941,EE384,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995723,SAMN42493245,simple,1561046,honey metagenome,EE384,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,7C3F5CE82C224F6E67566AB43C06D0F6,4D71AA7CBC4F0762A811643B9F8C7D7A
SRR29828380,2024-07-15 13:28:54,2024-07-15 13:15:38,10090497,807239760,0,80,358,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828380/SRR29828380.lite.1,SRX25326934,EE328,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995716,SAMN42493189,simple,1561046,honey metagenome,EE328,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,F74ADD1FE742FBE134A06B39116F496F,EEF9C51BCF5F183FD85BD67824ADF792
SRR29828379,2024-07-15 13:28:54,2024-07-15 13:14:27,13328892,1066311360,0,80,465,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828379/SRR29828379.lite.1,SRX25326935,EE329,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995717,SAMN42493190,simple,1561046,honey metagenome,EE329,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,E780DEACBE71EA2AAD715C9E336AB52F,8A167B776915CCBE4D33A0F5752E686E
SRR29828378,2024-07-15 13:28:55,2024-07-15 13:14:41,11687867,935029360,0,80,408,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828378/SRR29828378.lite.1,SRX25326936,EE330,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995718,SAMN42493191,simple,1561046,honey metagenome,EE330,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,F6617CCB155F6D2C7C48A792B0156AE1,9CC0074C523BC71ACB60B83F376FD6F7
SRR29828382,2024-07-15 13:28:54,2024-07-15 13:15:10,12508785,1000702800,0,80,474,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828382/SRR29828382.lite.1,SRX25326932,EE354,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995714,SAMN42493209,simple,1561046,honey metagenome,EE354,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,A4671BC8109532A60F3C1978E49B8086,D4A787C6AC5E2EF0C896E090C0DCB7D8
SRR29828381,2024-07-15 13:28:54,2024-07-15 13:14:40,15346932,1227754560,0,80,578,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828381/SRR29828381.lite.1,SRX25326933,EE355,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995715,SAMN42493210,simple,1561046,honey metagenome,EE355,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,51AC1218C4B41063256BD087B83B53D5,38C6A447608015730CC15A82A6B67E04
SRR29828386,2024-07-15 13:28:53,2024-07-15 13:16:44,21364801,1709184080,0,80,721,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828386/SRR29828386.lite.1,SRX25326928,EE041,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995710,SAMN42493044,simple,1561046,honey metagenome,EE041,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,E0B24440CB773D473424F1E0DADE28F6,BA3BED53C4A53EA4DED7924CF0CF099A
SRR29828387,2024-07-15 13:28:53,2024-07-15 13:18:13,12216513,977321040,0,80,462,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828387/SRR29828387.lite.1,SRX25326927,EE347,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995709,SAMN42493205,simple,1561046,honey metagenome,EE347,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,70C25ED50B1F1FBDC6640810539464DE,8C25E75AAFBE1C9098A8B551F26EB731
SRR29828385,2024-07-15 13:28:54,2024-07-15 13:19:53,16152355,1292188400,0,80,609,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828385/SRR29828385.lite.1,SRX25326929,EE348,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995711,SAMN42493206,simple,1561046,honey metagenome,EE348,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,558946D1C31ADF176AEB0782B20BED94,57FEB3E9BCCE854C65F94DDE818A27C4
SRR29828384,2024-07-15 13:28:54,2024-07-15 13:17:23,13366125,1069290000,0,80,506,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828384/SRR29828384.lite.1,SRX25326930,EE350,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995712,SAMN42493207,simple,1561046,honey metagenome,EE350,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,A47DB17AD9D19CA642980DB4E76DEBFD,7D16812FEE0A6FFAAD11B6A2B0EB4589
SRR29828383,2024-07-15 13:28:45,2024-07-15 13:20:59,12974054,1037924320,0,80,489,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828383/SRR29828383.lite.1,SRX25326931,EE351,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995713,SAMN42493208,simple,1561046,honey metagenome,EE351,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,EDB5ADE403F031191D2DA601B0CD74EC,20542E789AF6F2D614FD41D225F97723
SRR29828391,2024-07-15 13:28:53,2024-07-15 13:14:11,8406597,672527760,0,80,319,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828391/SRR29828391.lite.1,SRX25326923,DK353,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995705,SAMN42493201,simple,1561046,honey metagenome,DK353,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,8BC67654DC939B8A7B7548E19BE945FD,B4348E3422F82A44C089FADAF0AD7A46
SRR29828392,2024-07-15 13:28:53,2024-07-15 13:14:05,12116945,945776359,0,78,426,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828392/SRR29828392.lite.1,SRX25326922,EE198,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995704,SAMN42493158,simple,1561046,honey metagenome,EE198,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,157A267C7949F009C71DB993C5D65CA0,FBD45533BD62078A29295ED7B432E1D9
SRR29828390,2024-07-15 13:28:53,2024-07-15 13:18:42,11521193,921695440,0,80,434,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828390/SRR29828390.lite.1,SRX25326924,EE338,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995706,SAMN42493202,simple,1561046,honey metagenome,EE338,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,506E54CC106D8FF6C2810D12338576F3,16FA10DF039B984A711ADA01121777B6
SRR29828389,2024-07-15 13:28:53,2024-07-15 13:18:27,13847747,1107819760,0,80,522,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828389/SRR29828389.lite.1,SRX25326925,EE345,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995707,SAMN42493203,simple,1561046,honey metagenome,EE345,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,92CAD4E10AD7F2362D11A75ACA216344,EBE9D022925DCEC661F0BF01788BA602
SRR29828388,2024-07-15 13:28:53,2024-07-15 13:19:27,16607382,1328590560,0,80,627,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828388/SRR29828388.lite.1,SRX25326926,EE346,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995708,SAMN42493204,simple,1561046,honey metagenome,EE346,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,5BED901DD0E3963F2B83592F41FDC9CA,C1F825222D688C270DEBC98A7E00A7F2
SRR29828395,2024-07-15 13:28:53,2024-07-15 13:19:53,9996383,799710640,0,80,338,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828395/SRR29828395.lite.1,SRX25326919,EE030,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995701,SAMN42493039,simple,1561046,honey metagenome,EE030,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,E252B184E6C84CDA225B6E424B1F1CD4,05C75E6A21D4CE225AE5662D6D40CFDA
SRR29828397,2024-07-15 13:28:52,2024-07-15 13:15:17,12456064,970294920,0,77,431,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828397/SRR29828397.lite.1,SRX25326917,EE192,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995699,SAMN42493154,simple,1561046,honey metagenome,EE192,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,560737FC88C2CB30701773FAD63C2E44,D9BD0DC3DBA521C9584D7E85520A42E0
SRR29828396,2024-07-15 13:28:52,2024-07-15 13:14:39,13896799,1081250330,0,77,479,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828396/SRR29828396.lite.1,SRX25326918,EE193,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995700,SAMN42493155,simple,1561046,honey metagenome,EE193,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,0C5D4FD69D31642FA5154725F0024693,BE765E3DBEB5891934B7685678ADF370
SRR29828394,2024-07-15 13:28:53,2024-07-15 13:15:19,13684069,1053040174,0,76,471,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828394/SRR29828394.lite.1,SRX25326920,EE196,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995702,SAMN42493156,simple,1561046,honey metagenome,EE196,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,D42E5107DDC7526B64F241C72F4CFA22,3EB6779F43C0455E816694E9EBD2A952
SRR29828393,2024-07-15 13:28:53,2024-07-15 13:19:40,15584335,1212122949,0,77,539,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828393/SRR29828393.lite.1,SRX25326921,EE197,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995703,SAMN42493157,simple,1561046,honey metagenome,EE197,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,9EC0EA06DD37CC39A291738E64204EC2,D69A1DC3AF675B7A61BE11E9A71AED41
SRR29828400,2024-07-15 13:28:52,2024-07-15 13:16:36,8088505,633490006,0,78,282,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828400/SRR29828400.lite.1,SRX25326914,EE182,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995696,SAMN42493146,simple,1561046,honey metagenome,EE182,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,5E92F41E7D837C693841A8FAB673FD80,1896AE7091F8653D50047172D7532872
SRR29828399,2024-07-15 13:28:52,2024-07-15 13:14:44,9350579,731036423,0,78,325,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828399/SRR29828399.lite.1,SRX25326915,EE183,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995697,SAMN42493147,simple,1561046,honey metagenome,EE183,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,EA47C9E6771F8E7669307DCAAB2441D3,321CF44A903178BD489DD3475FBE63DC
SRR29828398,2024-07-15 13:28:52,2024-07-15 13:19:19,12534243,980270914,0,78,435,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828398/SRR29828398.lite.1,SRX25326916,EE184,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995698,SAMN42493148,simple,1561046,honey metagenome,EE184,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,8F7672CCB1A61E361C4E578648FD19C8,DDC30EBC160274EEB8C1BE05B2FB1809
SRR29828401,2024-07-15 13:28:52,2024-07-15 13:18:38,17559381,1353249592,0,77,611,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828401/SRR29828401.lite.1,SRX25326913,EE241,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995695,SAMN42493131,simple,1561046,honey metagenome,EE241,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,9EB6278EB6A4494F62A6207DD0432EF0,AEEAB4BB8D0002FC249763857FEB7DB2
SRR29828402,2024-07-15 13:28:52,2024-07-15 13:20:07,13539635,1027630009,0,75,469,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828402/SRR29828402.lite.1,SRX25326912,EE255,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995694,SAMN42493132,simple,1561046,honey metagenome,EE255,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,6450BDB2CF1200F579D2576B688AE0B7,62F3B7DC82F09E35B0A9115B0E4D4369
SRR29828407,2024-07-15 13:28:52,2024-07-15 13:16:36,15658951,1252716080,0,80,527,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828407/SRR29828407.lite.1,SRX25326908,EE027,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995690,SAMN42493037,simple,1561046,honey metagenome,EE027,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,A85FE9EF3656D3629825F15920015A70,4F9A62E6EA981D12AB748635BC4EEAFD
SRR29828403,2024-07-15 13:28:52,2024-07-15 13:18:48,7072175,529431566,0,74,246,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828403/SRR29828403.lite.1,SRX25326911,ES223,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995693,SAMN42493133,simple,1561046,honey metagenome,ES223,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,CA035D26E722045CD12581CBC9A34105,1C212629CA2782955B1B293176116345
SRR29828404,2024-07-15 13:28:52,2024-07-15 13:14:23,7979600,595217411,0,74,275,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828404/SRR29828404.lite.1,SRX25326910,LV217,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995692,SAMN42493134,simple,1561046,honey metagenome,LV217,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,3F0F3A45DB2F48A9B28266EC21AB3E3A,73460C8173BB2A480939583C50BF200F
SRR29828406,2024-07-15 13:28:52,2024-07-15 13:15:54,10480875,792876207,0,75,361,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828406/SRR29828406.lite.1,SRX25326909,LV218,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995691,SAMN42493135,simple,1561046,honey metagenome,LV218,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,3E0D83619E9B1F2EBC3EAD331B513102,E6927D62E38B7D9A872C3B1AB8D0FA4D
SRR29828409,2024-07-15 13:28:52,2024-07-15 13:15:41,11961832,903789452,0,75,413,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828409/SRR29828409.lite.1,SRX25326907,LV219,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995689,SAMN42493136,simple,1561046,honey metagenome,LV219,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,9B0921412B64D5D8E234D02D787745D5,EBB50BCC764A24A1FBF1C39FCBAF1B5D
SRR29828411,2024-07-15 13:28:51,2024-07-15 13:17:16,9363323,749065840,0,80,316,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828411/SRR29828411.lite.1,SRX25326905,EE022,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995687,SAMN42493032,simple,1561046,honey metagenome,EE022,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,A7733606114460957B7C7F209E0F9050,529E7705B964A4E8F17DD7F0DBFEC540
SRR29828414,2024-07-15 13:28:51,2024-07-15 13:19:24,19739875,1579190000,0,80,630,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828414/SRR29828414.lite.1,SRX25326902,EE077,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995683,SAMN42493083,simple,1561046,honey metagenome,EE077,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,E9E55556453263593F95386B41F3E198,CFE9017180FBD17793D2154271D8445F
SRR29828413,2024-07-15 13:28:51,2024-07-15 13:13:46,11149032,891922560,0,80,359,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828413/SRR29828413.lite.1,SRX25326903,EE079,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995684,SAMN42493084,simple,1561046,honey metagenome,EE079,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,301FADC290443517C8A9126FCAFD3A2A,EA2F56C8FCF8672533C2D8DED296E833
SRR29828412,2024-07-15 13:28:51,2024-07-15 13:20:06,21273364,1701869120,0,80,680,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828412/SRR29828412.lite.1,SRX25326904,EE086,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995686,SAMN42493085,simple,1561046,honey metagenome,EE086,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,EE0FA9E371A8E1356365BA6D18D0BA32,7879F9C2F48C132CB7D8B7EF9FCADAED
SRR29828410,2024-07-15 13:28:51,2024-07-15 13:15:02,17320413,1385633040,0,80,563,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828410/SRR29828410.lite.1,SRX25326906,EE088,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995688,SAMN42493086,simple,1561046,honey metagenome,EE088,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,7C23AD7DC77987C2DE53332105013E23,89D5EE6E2E339EF303427723067AF4EA
